"","value","id","keyword"
264555,1,"2019-08-14_137","職務"
264556,1,"2019-08-14_137","具備"
264557,2,"2019-08-14_137","計算"
264559,1,"2019-08-14_137","到庭"
264560,1,"2019-08-14_137","診斷"
264561,5,"2019-08-14_137","碰撞"
264562,1,"2019-08-14_137","造成"
264564,5,"2019-08-14_137","採取"
264565,12,"2019-08-14_137","行人穿越"
264566,2,"2019-08-14_137","證明書"
264567,4,"2019-08-14_137","措施"
264568,4,"2019-08-14_137","結果"
264569,1,"2019-08-14_137","接受"
264571,3,"2019-08-14_137","路面"
264572,2,"2019-08-14_137","論罪"
264573,3,"2019-08-14_137","左側"
264575,3,"2019-08-14_137","裁判"
264576,3,"2019-08-14_137","路段"
264577,2,"2019-08-14_137","起訴書"
264579,5,"2019-08-14_137","挫傷"
264580,2,"2019-08-14_137","所為"
264581,2,"2019-08-14_137","請求"
264582,4,"2019-08-14_137","隨時"
264585,4,"2019-08-14_137","和解"
264586,1,"2019-08-14_137","壹仟"
264587,2,"2019-08-14_137","先行"
264588,1,"2019-08-14_137","壹日"
264589,3,"2019-08-14_137","撞擊"
264591,1,"2019-08-14_137","現場圖"
264597,1,"2019-08-14_137","醫院"
264598,4,"2019-08-14_137","必要"
264599,4,"2019-08-14_137","良好"
264600,1,"2019-08-14_137","審判"
264601,5,"2019-08-14_137","交通事故"
264603,2,"2019-08-14_137","能力"
264605,2,"2019-08-14_137","受有"
264606,1,"2019-08-14_137","筆錄"
264607,1,"2019-08-14_137","事故"
264608,2,"2019-08-14_137","程度"
264609,1,"2019-08-14_137","從事"
264610,1,"2019-08-14_137","照片"
264613,1,"2019-08-14_137","程序"
264614,1,"2019-08-14_137","駕車"
264615,1,"2019-08-14_137","處理"
264617,3,"2019-08-14_137","號誌"
264618,4,"2019-08-14_137","並無"
264619,1,"2019-08-14_137","重型"
264623,1,"2019-08-14_137","標準"
264624,1,"2019-08-14_137","上開"
264625,2,"2019-08-14_137","坦承"
264627,4,"2019-08-14_137","方向"
264628,1,"2019-08-14_137","施行"
264633,1,"2019-08-14_137","中華民國"
264634,5,"2019-08-14_137","路口"
264635,2,"2019-08-14_137","道路"
264638,2,"2019-08-14_137","分局"
264639,3,"2019-08-14_137","犯行"
264640,4,"2019-08-14_137","自首"
264641,1,"2019-08-14_137","倒地"
264642,5,"2019-08-14_137","安全"
264643,1,"2019-08-14_137","第款"
264646,4,"2019-08-14_137","行經"
264649,1,"2019-08-14_137","之人"
264656,3,"2019-08-14_137","行為"
264657,2,"2019-08-14_137","政府"
264658,2,"2019-08-14_137","警察局"
264659,3,"2019-08-14_137","交通"
264660,2,"2019-08-14_137","汽車"
264661,2,"2019-08-14_137","執行"
264662,2,"2019-08-14_137","現場"
264665,3,"2019-08-14_137","認定"
264666,4,"2019-08-14_137","狀況"
264667,4,"2019-08-14_137","易科罰金"
264668,3,"2019-08-14_137","審理"
264669,1,"2019-08-14_137","車禍"
264670,2,"2019-08-14_137","折算"
264672,1,"2019-08-14_137","騎乘"
264674,1,"2019-08-14_137","道路交通事故"
264675,9,"2019-08-14_137","第頁"
264677,5,"2019-08-14_137","證人"
264678,2,"2019-08-14_137","偵查"
264679,2,"2019-08-14_137","業務"
264680,8,"2019-08-14_137","過失"
264681,1,"2019-08-14_137","車輛"
264682,7,"2019-08-14_137","發生"
264683,11,"2019-08-14_137","肇事"
264684,6,"2019-08-14_137","證據"
264755,1,"2019-08-14_136","膝關節"
265270,1,"2019-08-14_136","肩部"
265716,1,"2019-08-14_136","程暉"
265783,1,"2019-08-14_136","下巴"
266091,1,"2019-08-14_136","傷口"
266158,1,"2019-08-14_136","前後左右"
266334,1,"2019-08-14_136","狀份"
266384,1,"2019-08-14_136","停放在"
266710,1,"2019-08-14_136","應依到"
266717,1,"2019-08-14_136","時明"
266786,1,"2019-08-14_136","駛出"
266855,2,"2019-08-14_136","兩側"
266902,1,"2019-08-14_136","行前"
266971,1,"2019-08-14_136","無障礙"
267118,1,"2019-08-14_136","停留"
267166,1,"2019-08-14_136","其犯"
267378,1,"2019-08-14_136","開放性"
267427,1,"2019-08-14_136","停放"
267459,1,"2019-08-14_136","前應"
267557,1,"2019-08-14_136","卷宗"
267594,1,"2019-08-14_136","停車格"
267618,1,"2019-08-14_136","據報"
267643,2,"2019-08-14_136","損傷"
267757,1,"2019-08-14_136","並應"
267811,1,"2019-08-14_136","所有"
267899,1,"2019-08-14_136","經警"
267905,1,"2019-08-14_136","訴訟"
267953,1,"2019-08-14_136","右前"
267960,1,"2019-08-14_136","首開"
267975,1,"2019-08-14_136","知悉"
267980,2,"2019-08-14_136","輕型"
268005,1,"2019-08-14_136","分許"
268025,1,"2019-08-14_136","觸犯"
268042,1,"2019-08-14_136","表明"
268045,1,"2019-08-14_136","茲據"
268101,2,"2019-08-14_136","山區"
268103,1,"2019-08-14_136","其為"
268109,1,"2019-08-14_136","狀態"
268117,1,"2019-08-14_136","三查"
268119,1,"2019-08-14_136","職權"
268149,1,"2019-08-14_136","年月日時"
268151,1,"2019-08-14_136","第五"
268157,1,"2019-08-14_136","行進"
268158,1,"2019-08-14_136","顯示"
268164,1,"2019-08-14_136","多處"
268165,1,"2019-08-14_136","往北方"
268177,1,"2019-08-14_136","肇事者"
268195,1,"2019-08-14_136","人應"
268231,1,"2019-08-14_136","頭部"
268239,1,"2019-08-14_136","機關"
268247,1,"2019-08-14_136","公務員"
268257,1,"2019-08-14_136","略以"
268271,2,"2019-08-14_136","號號"
268295,1,"2019-08-14_136","前往"
268299,1,"2019-08-14_136","員警"
268323,1,"2019-08-14_136","庭法"
268342,1,"2019-08-14_136","擦傷"
268343,1,"2019-08-14_136","前得"
268344,1,"2019-08-14_136","依同法"
268352,1,"2019-08-14_136","文本"
268355,1,"2019-08-14_136","辯論"
268357,1,"2019-08-14_136","如主"
268368,1,"2019-08-14_136","行人"
268373,1,"2019-08-14_136","文中"
268374,1,"2019-08-14_136","第一審"
268376,1,"2019-08-14_136","說明"
268378,1,"2019-08-14_136","貿然"
268405,1,"2019-08-14_136","接受"
268409,2,"2019-08-14_136","左側"
268411,1,"2019-08-14_136","裁判"
268413,1,"2019-08-14_136","起訴書"
268415,2,"2019-08-14_136","挫傷"
268423,1,"2019-08-14_136","先行"
268425,1,"2019-08-14_136","撞擊"
268440,2,"2019-08-14_136","撤回告訴"
268451,2,"2019-08-14_136","處理"
268458,1,"2019-08-14_136","不經"
268460,1,"2019-08-14_136","上開"
268463,1,"2019-08-14_136","方向"
268476,1,"2019-08-14_136","自首"
268477,1,"2019-08-14_136","倒地"
268479,2,"2019-08-14_136","第款"
268483,2,"2019-08-14_136","告訴乃論"
268486,2,"2019-08-14_136","公訴"
268490,2,"2019-08-14_136","撤回"
268498,1,"2019-08-14_136","現場"
268505,1,"2019-08-14_136","車禍"
268508,2,"2019-08-14_136","騎乘"
268509,3,"2019-08-14_136","受理"
268514,1,"2019-08-14_136","偵查"
268517,2,"2019-08-14_136","車輛"
268519,1,"2019-08-14_136","肇事"
268555,1,"2019-08-14_135","號樓"
268944,1,"2019-08-14_135","及待證"
269615,1,"2019-08-14_135","時乙"
269665,1,"2019-08-14_135","嫌三依"
269701,2,"2019-08-14_135","蜘蛛"
270054,1,"2019-08-14_135","足稽"
270065,1,"2019-08-14_135","內檢"
270116,1,"2019-08-14_135","時以"
270117,1,"2019-08-14_135","具繕"
270203,1,"2019-08-14_135","卷頁"
270219,1,"2019-08-14_135","仁愛"
270559,1,"2019-08-14_135","急性"
270591,1,"2019-08-14_135","詳如"
270664,1,"2019-08-14_135","條一"
270781,2,"2019-08-14_135","清單"
270848,2,"2019-08-14_135","台北市政府"
270934,1,"2019-08-14_135","國民"
270977,1,"2019-08-14_135","條分"
270978,1,"2019-08-14_135","茲將"
270980,1,"2019-08-14_135","由北"
271045,1,"2019-08-14_135","身分證"
271052,1,"2019-08-14_135","偵查終結"
271096,1,"2019-08-14_135","之甲"
271102,1,"2019-08-14_135","表一"
271133,1,"2019-08-14_135","統一"
271267,1,"2019-08-14_135","理應"
271277,3,"2019-08-14_135","下出"
271302,1,"2019-08-14_135","天氣"
271314,1,"2019-08-14_135","表紙"
271318,2,"2019-08-14_135","腦膜"
271325,1,"2019-08-14_135","偵辦"
271349,1,"2019-08-14_135","忠孝東路"
271439,1,"2019-08-14_135","所涉"
271539,1,"2019-08-14_135","應該"
271560,2,"2019-08-14_135","並所"
271625,1,"2019-08-14_135","超過"
271648,1,"2019-08-14_135","依上"
271665,1,"2019-08-14_135","經甲"
271692,1,"2019-08-14_135","台北市"
271706,4,"2019-08-14_135","信義"
271720,1,"2019-08-14_135","及此"
271754,2,"2019-08-14_135","超速"
271756,1,"2019-08-14_135","一乙"
271787,1,"2019-08-14_135","二百三十"
271805,2,"2019-08-14_135","編號"
271806,1,"2019-08-14_135","初步"
271821,1,"2019-08-14_135","院區"
271827,1,"2019-08-14_135","大隊"
271828,1,"2019-08-14_135","未能"
271833,1,"2019-08-14_135","八條"
271841,1,"2019-08-14_135","分許"
271850,1,"2019-08-14_135","途經"
271854,1,"2019-08-14_135","往南方"
271866,1,"2019-08-14_135","開時"
271874,1,"2019-08-14_135","照明"
271875,1,"2019-08-14_135","已經"
271880,1,"2019-08-14_135","分析"
271881,1,"2019-08-14_135","茲據"
271895,1,"2019-08-14_135","夜間"
271901,3,"2019-08-14_135","犯法"
271915,1,"2019-08-14_135","道路交通"
271917,1,"2019-08-14_135","往西方"
271920,1,"2019-08-14_135","二案"
271929,1,"2019-08-14_135","路由"
271931,2,"2019-08-14_135","重機"
271944,1,"2019-08-14_135","研判"
271952,1,"2019-08-14_135","供述"
271953,1,"2019-08-14_135","三查"
271966,2,"2019-08-14_135","時速"
271978,2,"2019-08-14_135","腳踏車"
271982,1,"2019-08-14_135","速度"
271985,1,"2019-08-14_135","年月日時"
271988,1,"2019-08-14_135","十日"
271989,2,"2019-08-14_135","公里"
271991,1,"2019-08-14_135","聯合"
272002,1,"2019-08-14_135","臺北市立"
272006,1,"2019-08-14_135","反應"
272020,2,"2019-08-14_135","外傷"
272025,1,"2019-08-14_135","穿越"
272031,1,"2019-08-14_135","人應"
272037,1,"2019-08-14_135","該處"
272052,1,"2019-08-14_135","位置"
272064,1,"2019-08-14_135","所載"
272065,2,"2019-08-14_135","分隊"
272067,2,"2019-08-14_135","頭部"
272080,1,"2019-08-14_135","報告"
272082,1,"2019-08-14_135","警察"
272095,1,"2019-08-14_135","臺北"
272102,1,"2019-08-14_135","乾燥"
272103,1,"2019-08-14_135","柏油"
272115,1,"2019-08-14_135","法庭"
272126,1,"2019-08-14_135","高等法院"
272132,1,"2019-08-14_135","談話"
272136,1,"2019-08-14_135","全文"
272147,2,"2019-08-14_135","附件"
272148,1,"2019-08-14_135","通過"
272150,1,"2019-08-14_135","此有"
272152,2,"2019-08-14_135","百元"
272167,2,"2019-08-14_135","三條"
272170,1,"2019-08-14_135","補充"
272171,1,"2019-08-14_135","障礙物"
272173,2,"2019-08-14_135","第三款"
272174,1,"2019-08-14_135","參照"
272177,3,"2019-08-14_135","七條"
272179,1,"2019-08-14_135","前得"
272180,1,"2019-08-14_135","依同法"
272181,1,"2019-08-14_135","缺陷"
272188,1,"2019-08-14_135","文本"
272189,1,"2019-08-14_135","距離"
272191,1,"2019-08-14_135","辯論"
272192,1,"2019-08-14_135","竟疏"
272193,1,"2019-08-14_135","如主"
272196,1,"2019-08-14_135","視距"
272209,1,"2019-08-14_135","文中"
272210,1,"2019-08-14_135","第一審"
272212,1,"2019-08-14_135","說明"
272226,1,"2019-08-14_135","附錄"
272232,1,"2019-08-14_135","診斷"
272233,2,"2019-08-14_135","碰撞"
272236,2,"2019-08-14_135","採取"
272237,1,"2019-08-14_135","行人穿越"
272238,1,"2019-08-14_135","證明書"
272239,2,"2019-08-14_135","措施"
272242,1,"2019-08-14_135","調查報告"
272243,1,"2019-08-14_135","路面"
272245,1,"2019-08-14_135","左側"
272246,1,"2019-08-14_135","受傷"
272248,1,"2019-08-14_135","路段"
272249,3,"2019-08-14_135","起訴書"
272250,4,"2019-08-14_135","百零"
272251,2,"2019-08-14_135","挫傷"
272254,2,"2019-08-14_135","隨時"
272256,1,"2019-08-14_135","人者"
272263,1,"2019-08-14_135","現場圖"
272265,1,"2019-08-14_135","重傷"
272269,1,"2019-08-14_135","醫院"
272270,2,"2019-08-14_135","必要"
272271,1,"2019-08-14_135","良好"
272273,1,"2019-08-14_135","交通事故"
272274,1,"2019-08-14_135","不得"
272276,2,"2019-08-14_135","撤回告訴"
272277,2,"2019-08-14_135","受有"
272279,1,"2019-08-14_135","事故"
272282,1,"2019-08-14_135","照片"
272290,1,"2019-08-14_135","並無"
272294,2,"2019-08-14_135","不經"
272296,2,"2019-08-14_135","上開"
272298,2,"2019-08-14_135","四條"
272302,1,"2019-08-14_135","情事"
272305,1,"2019-08-14_135","中華民國"
272306,3,"2019-08-14_135","路口"
272307,1,"2019-08-14_135","道路"
272308,3,"2019-08-14_135","二百八十"
272310,3,"2019-08-14_135","分局"
272313,1,"2019-08-14_135","倒地"
272314,2,"2019-08-14_135","安全"
272316,4,"2019-08-14_135","第三"
272319,2,"2019-08-14_135","告訴乃論"
272320,1,"2019-08-14_135","車牌號碼"
272322,2,"2019-08-14_135","公訴"
272325,1,"2019-08-14_135","行車"
272326,2,"2019-08-14_135","撤回"
272329,1,"2019-08-14_135","政府"
272330,4,"2019-08-14_135","警察局"
272331,4,"2019-08-14_135","交通"
272334,1,"2019-08-14_135","現場"
272338,1,"2019-08-14_135","狀況"
272341,2,"2019-08-14_135","車禍"
272344,1,"2019-08-14_135","騎乘"
272345,4,"2019-08-14_135","受理"
272346,3,"2019-08-14_135","道路交通事故"
272348,3,"2019-08-14_135","第一項"
272352,1,"2019-08-14_135","過失"
272353,1,"2019-08-14_135","車輛"
272354,3,"2019-08-14_135","發生"
272355,1,"2019-08-14_135","肇事"
272356,4,"2019-08-14_135","證據"
272431,1,"2019-08-14_134","事理"
272468,1,"2019-08-14_134","第次"
272753,1,"2019-08-14_134","回到"
272787,1,"2019-08-14_134","之外"
272866,2,"2019-08-14_134","外力"
273038,1,"2019-08-14_134","轉來"
273181,2,"2019-08-14_134","國道"
273194,2,"2019-08-14_134","仁愛醫院"
273248,1,"2019-08-14_134","確洵"
273263,1,"2019-08-14_134","高速公路"
273317,1,"2019-08-14_134","並為"
273344,2,"2019-08-14_134","國道公路警察局"
273387,1,"2019-08-14_134","時並"
273414,1,"2019-08-14_134","醫生"
273464,1,"2019-08-14_134","表可稽"
273567,1,"2019-08-14_134","情為"
273593,1,"2019-08-14_134","除擬"
273603,1,"2019-08-14_134","傷者"
273684,1,"2019-08-14_134","李桂英"
273688,1,"2019-08-14_134","其並"
273700,1,"2019-08-14_134","行事"
273861,3,"2019-08-14_134","查字"
273865,1,"2019-08-14_134","已受"
273918,1,"2019-08-14_134","就診"
273977,1,"2019-08-14_134","報案人"
274062,1,"2019-08-14_134","亦屬"
274136,1,"2019-08-14_134","甚明且"
274146,1,"2019-08-14_134","疼痛"
274173,1,"2019-08-14_134","杜慧玲"
274181,1,"2019-08-14_134","張在"
274184,1,"2019-08-14_134","衡諸"
274292,1,"2019-08-14_134","上並"
274367,1,"2019-08-14_134","及乙"
274397,1,"2019-08-14_134","履行"
274452,1,"2019-08-14_134","多次"
274495,1,"2019-08-14_134","木柵"
274502,1,"2019-08-14_134","作證"
274554,1,"2019-08-14_134","難以"
274580,1,"2019-08-14_134","位於"
274593,3,"2019-08-14_134","頭皮"
274624,1,"2019-08-14_134","向據報"
274648,1,"2019-08-14_134","受到"
274697,1,"2019-08-14_134","店交"
274703,1,"2019-08-14_134","由甲"
274734,3,"2019-08-14_134","時因"
274774,1,"2019-08-14_134","酒測"
274803,1,"2019-08-14_134","勤務"
274809,1,"2019-08-14_134","尚非"
274826,1,"2019-08-14_134","部位"
274828,1,"2019-08-14_134","在案"
274838,1,"2019-08-14_134","其犯"
274864,1,"2019-08-14_134","報明"
274877,1,"2019-08-14_134","所附"
274909,1,"2019-08-14_134","一部"
274911,1,"2019-08-14_134","客貨車"
274913,1,"2019-08-14_134","由南"
274943,1,"2019-08-14_134","業據"
274958,1,"2019-08-14_134","願意"
275012,2,"2019-08-14_134","立即"
275030,1,"2019-08-14_134","身分"
275051,2,"2019-08-14_134","留在"
275059,1,"2019-08-14_134","刑事責任"
275068,1,"2019-08-14_134","就醫"
275115,1,"2019-08-14_134","惟查"
275125,1,"2019-08-14_134","開始"
275138,1,"2019-08-14_134","天氣"
275152,1,"2019-08-14_134","竟未"
275157,1,"2019-08-14_134","指訴"
275162,1,"2019-08-14_134","坐在"
275175,2,"2019-08-14_134","吐氣"
275180,1,"2019-08-14_134","煞停"
275211,1,"2019-08-14_134","迄今"
275258,1,"2019-08-14_134","可證"
275275,1,"2019-08-14_134","所涉"
275284,1,"2019-08-14_134","文山"
275299,1,"2019-08-14_134","出具"
275323,1,"2019-08-14_134","一節"
275346,1,"2019-08-14_134","公共危險罪"
275365,1,"2019-08-14_134","合於"
275372,1,"2019-08-14_134","同一"
275378,1,"2019-08-14_134","姓名"
275383,1,"2019-08-14_134","論科二核"
275384,1,"2019-08-14_134","之犯"
275401,5,"2019-08-14_134","車尾"
275416,1,"2019-08-14_134","至於"
275417,1,"2019-08-14_134","設有"
275420,1,"2019-08-14_134","時許"
275435,2,"2019-08-14_134","自有"
275445,1,"2019-08-14_134","綜上"
275447,2,"2019-08-14_134","項定"
275487,1,"2019-08-14_134","過程"
275489,6,"2019-08-14_134","追撞"
275501,1,"2019-08-14_134","經甲"
275503,1,"2019-08-14_134","中心"
275505,1,"2019-08-14_134","致甲"
275528,1,"2019-08-14_134","台北市"
275532,1,"2019-08-14_134","起步"
275534,1,"2019-08-14_134","三號"
275535,1,"2019-08-14_134","矢口否認"
275537,1,"2019-08-14_134","應負"
275549,1,"2019-08-14_134","等情"
275556,1,"2019-08-14_134","及此"
275580,1,"2019-08-14_134","見狀"
275582,1,"2019-08-14_134","當日"
275587,3,"2019-08-14_134","精神"
275592,1,"2019-08-14_134","一乙"
275595,1,"2019-08-14_134","超越"
275596,1,"2019-08-14_134","病歷"
275620,1,"2019-08-14_134","左右"
275622,1,"2019-08-14_134","警方"
275628,1,"2019-08-14_134","在場"
275630,1,"2019-08-14_134","一訊據"
275644,1,"2019-08-14_134","依據"
275645,3,"2019-08-14_134","爭執"
275653,1,"2019-08-14_134","之後"
275662,2,"2019-08-14_134","直接"
275664,1,"2019-08-14_134","未能"
275665,1,"2019-08-14_134","所述"
275675,1,"2019-08-14_134","要件"
275677,1,"2019-08-14_134","分許"
275679,1,"2019-08-14_134","損害"
275681,1,"2019-08-14_134","第九"
275682,3,"2019-08-14_134","行至"
275692,1,"2019-08-14_134","之間"
275694,2,"2019-08-14_134","道路交通管理處罰條例"
275696,1,"2019-08-14_134","客觀"
275698,1,"2019-08-14_134","具結"
275700,2,"2019-08-14_134","酒醉"
275710,1,"2019-08-14_134","照明"
275719,1,"2019-08-14_134","小貨車"
275727,1,"2019-08-14_134","減速"
275728,1,"2019-08-14_134","內側"
275736,3,"2019-08-14_134","上述"
275738,1,"2019-08-14_134","燈光"
275745,3,"2019-08-14_134","加重"
275746,1,"2019-08-14_134","有利"
275756,1,"2019-08-14_134","二案"
275757,1,"2019-08-14_134","人員"
275773,1,"2019-08-14_134","山區"
275783,1,"2019-08-14_134","業經"
275787,1,"2019-08-14_134","執照"
275791,1,"2019-08-14_134","職權"
275804,1,"2019-08-14_134","嚴重"
275807,1,"2019-08-14_134","有何"
275811,1,"2019-08-14_134","原因"
275816,1,"2019-08-14_134","人處"
275821,2,"2019-08-14_134","年月日時"
275822,1,"2019-08-14_134","傷勢"
275825,3,"2019-08-14_134","公里"
275837,1,"2019-08-14_134","往北方"
275839,2,"2019-08-14_134","身體"
275849,1,"2019-08-14_134","肇事者"
275853,1,"2019-08-14_134","之上"
275863,3,"2019-08-14_134","保持"
275867,2,"2019-08-14_134","人應"
275871,1,"2019-08-14_134","到場"
275876,1,"2019-08-14_134","發現"
275883,1,"2019-08-14_134","所受"
275893,2,"2019-08-14_134","調查"
275894,2,"2019-08-14_134","地點"
275895,1,"2019-08-14_134","賠償"
275901,1,"2019-08-14_134","分隊"
275903,1,"2019-08-14_134","頭部"
275906,1,"2019-08-14_134","之前"
275909,1,"2019-08-14_134","後方"
275910,1,"2019-08-14_134","因果關係"
275911,1,"2019-08-14_134","機關"
275912,3,"2019-08-14_134","製作"
275916,1,"2019-08-14_134","報告"
275918,1,"2019-08-14_134","警察"
275919,1,"2019-08-14_134","公務員"
275920,2,"2019-08-14_134","減輕"
275921,1,"2019-08-14_134","判處"
275932,1,"2019-08-14_134","表示"
275938,2,"2019-08-14_134","乾燥"
275939,1,"2019-08-14_134","柏油"
275941,1,"2019-08-14_134","當場"
275946,3,"2019-08-14_134","並未"
275948,1,"2019-08-14_134","不諱"
275951,1,"2019-08-14_134","法庭"
275952,3,"2019-08-14_134","客車"
275953,2,"2019-08-14_134","警詢"
275955,1,"2019-08-14_134","承認"
275957,2,"2019-08-14_134","並有"
275959,1,"2019-08-14_134","萬元"
275963,1,"2019-08-14_134","死亡"
275964,4,"2019-08-14_134","時間"
275965,2,"2019-08-14_134","刑並"
275967,1,"2019-08-14_134","前往"
275968,2,"2019-08-14_134","談話"
275970,4,"2019-08-14_134","前方"
275972,1,"2019-08-14_134","全文"
275973,4,"2019-08-14_134","自小"
275974,1,"2019-08-14_134","態度"
275976,1,"2019-08-14_134","公尺"
275979,1,"2019-08-14_134","確定"
275980,1,"2019-08-14_134","應抄"
275981,2,"2019-08-14_134","適當"
275986,2,"2019-08-14_134","此有"
275988,2,"2019-08-14_134","百元"
275993,2,"2019-08-14_134","其刑"
275997,1,"2019-08-14_134","相當"
276001,1,"2019-08-14_134","交通安全"
276002,1,"2019-08-14_134","發覺"
276007,2,"2019-08-14_134","障礙物"
276008,1,"2019-08-14_134","辯稱"
276011,1,"2019-08-14_134","致人"
276012,3,"2019-08-14_134","等語"
276017,2,"2019-08-14_134","缺陷"
276019,1,"2019-08-14_134","可稽"
276020,1,"2019-08-14_134","規則"
276025,3,"2019-08-14_134","距離"
276028,1,"2019-08-14_134","竟疏"
276032,2,"2019-08-14_134","視距"
276033,1,"2019-08-14_134","簡字"
276035,2,"2019-08-14_134","千元"
276036,1,"2019-08-14_134","起訴"
276039,1,"2019-08-14_134","為準"
276041,1,"2019-08-14_134","情況"
276042,4,"2019-08-14_134","依法"
276052,1,"2019-08-14_134","日期"
276053,3,"2019-08-14_134","肇事人"
276059,1,"2019-08-14_134","警員"
276062,1,"2019-08-14_134","附錄"
276063,1,"2019-08-14_134","職務"
276064,1,"2019-08-14_134","具備"
276065,1,"2019-08-14_134","計算"
276067,1,"2019-08-14_134","到庭"
276068,2,"2019-08-14_134","診斷"
276070,1,"2019-08-14_134","造成"
276072,2,"2019-08-14_134","採取"
276074,1,"2019-08-14_134","證明書"
276075,2,"2019-08-14_134","措施"
276076,2,"2019-08-14_134","結果"
276077,1,"2019-08-14_134","接受"
276078,2,"2019-08-14_134","調查報告"
276079,2,"2019-08-14_134","路面"
276080,1,"2019-08-14_134","論罪"
276082,6,"2019-08-14_134","受傷"
276083,1,"2019-08-14_134","裁判"
276084,4,"2019-08-14_134","路段"
276087,3,"2019-08-14_134","挫傷"
276088,1,"2019-08-14_134","所為"
276089,1,"2019-08-14_134","請求"
276090,3,"2019-08-14_134","隨時"
276091,1,"2019-08-14_134","法官"
276092,2,"2019-08-14_134","人者"
276094,1,"2019-08-14_134","壹仟"
276096,1,"2019-08-14_134","壹日"
276097,2,"2019-08-14_134","撞擊"
276098,2,"2019-08-14_134","自用"
276099,1,"2019-08-14_134","現場圖"
276101,2,"2019-08-14_134","重傷"
276105,1,"2019-08-14_134","醫院"
276106,2,"2019-08-14_134","必要"
276107,2,"2019-08-14_134","良好"
276111,2,"2019-08-14_134","能力"
276113,1,"2019-08-14_134","受有"
276114,1,"2019-08-14_134","筆錄"
276115,5,"2019-08-14_134","事故"
276117,1,"2019-08-14_134","從事"
276118,1,"2019-08-14_134","照片"
276120,1,"2019-08-14_134","部分"
276122,4,"2019-08-14_134","駕車"
276123,3,"2019-08-14_134","處理"
276126,1,"2019-08-14_134","並無"
276131,1,"2019-08-14_134","標準"
276132,4,"2019-08-14_134","上開"
276133,3,"2019-08-14_134","坦承"
276136,1,"2019-08-14_134","施行"
276138,2,"2019-08-14_134","情事"
276141,1,"2019-08-14_134","中華民國"
276143,1,"2019-08-14_134","道路"
276145,2,"2019-08-14_134","酒精濃度"
276146,1,"2019-08-14_134","分局"
276147,1,"2019-08-14_134","犯行"
276148,3,"2019-08-14_134","自首"
276150,4,"2019-08-14_134","安全"
276153,1,"2019-08-14_134","小客車"
276154,1,"2019-08-14_134","行經"
276156,4,"2019-08-14_134","車牌號碼"
276157,1,"2019-08-14_134","之人"
276160,1,"2019-08-14_134","新臺幣"
276163,2,"2019-08-14_134","陳述"
276165,1,"2019-08-14_134","政府"
276166,1,"2019-08-14_134","警察局"
276167,1,"2019-08-14_134","交通"
276168,5,"2019-08-14_134","汽車"
276169,1,"2019-08-14_134","執行"
276170,4,"2019-08-14_134","現場"
276173,2,"2019-08-14_134","認定"
276174,3,"2019-08-14_134","狀況"
276175,2,"2019-08-14_134","易科罰金"
276176,1,"2019-08-14_134","審理"
276177,11,"2019-08-14_134","車禍"
276178,2,"2019-08-14_134","折算"
276182,1,"2019-08-14_134","道路交通事故"
276183,5,"2019-08-14_134","第頁"
276185,3,"2019-08-14_134","證人"
276186,2,"2019-08-14_134","偵查"
276187,2,"2019-08-14_134","業務"
276188,4,"2019-08-14_134","過失"
276189,3,"2019-08-14_134","車輛"
276190,6,"2019-08-14_134","發生"
276191,3,"2019-08-14_134","肇事"
276192,3,"2019-08-14_134","證據"
276203,1,"2019-08-14_133","可作"
276300,1,"2019-08-14_133","實有"
276324,1,"2019-08-14_133","僅為"
276504,1,"2019-08-14_133","落差"
276533,1,"2019-08-14_133","顯無"
276536,5,"2019-08-14_133","積水"
276645,1,"2019-08-14_133","檢視"
276699,2,"2019-08-14_133","對本件"
276768,10,"2019-08-14_133","人孔"
276861,1,"2019-08-14_133","限速"
276871,1,"2019-08-14_133","秒鐘"
276921,1,"2019-08-14_133","依此"
277016,1,"2019-08-14_133","賴淑美上"
277173,1,"2019-08-14_133","葉雅婷"
277292,1,"2019-08-14_133","堅詞"
277294,1,"2019-08-14_133","此觀"
277312,1,"2019-08-14_133","條第項"
277349,1,"2019-08-14_133","存有"
277372,2,"2019-08-14_133","足以認定"
277414,1,"2019-08-14_133","須依"
277481,1,"2019-08-14_133","三至"
277501,1,"2019-08-14_133","查知"
277519,1,"2019-08-14_133","許翠燕中"
277564,1,"2019-08-14_133","及時"
277584,1,"2019-08-14_133","應可"
277609,1,"2019-08-14_133","騎士"
277620,1,"2019-08-14_133","依速限"
277636,1,"2019-08-14_133","之認"
277699,1,"2019-08-14_133","定時"
277727,2,"2019-08-14_133","差距"
277740,1,"2019-08-14_133","誤會"
277748,1,"2019-08-14_133","驗斷"
277815,1,"2019-08-14_133","可信"
277833,1,"2019-08-14_133","如前所述"
277841,1,"2019-08-14_133","碰到"
277859,1,"2019-08-14_133","略稱"
277864,1,"2019-08-14_133","可言"
277870,1,"2019-08-14_133","擬制"
277894,1,"2019-08-14_133","很大"
277898,1,"2019-08-14_133","亦屬"
277931,1,"2019-08-14_133","斯時"
277938,1,"2019-08-14_133","推測"
277958,1,"2019-08-14_133","雖不以"
277960,2,"2019-08-14_133","邊緣"
277975,4,"2019-08-14_133","國泰"
278020,1,"2019-08-14_133","衡諸"
278089,4,"2019-08-14_133","下雨"
278122,2,"2019-08-14_133","難認"
